s_name,scheme_code,aumdate,aumtotal,fincode,invdate,noshares,percent_aum
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132830,2023-09-30T00:00:00.000Z,54171,1.00
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100483,2023-09-30T00:00:00.000Z,53556,0.99
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100290,2023-09-30T00:00:00.000Z,933,0.96
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100271,2023-09-30T00:00:00.000Z,107561,0.94
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,302988,2023-09-30T00:00:00.000Z,627648,0.92
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,190071,2023-09-30T00:00:00.000Z,31062,0.92
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,215367,2023-09-30T00:00:00.000Z,175409,0.90
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,254493,2023-09-30T00:00:00.000Z,121719,0.89
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,102355,2023-09-30T00:00:00.000Z,36327,0.89
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,280713,2023-09-30T00:00:00.000Z,293379,0.87
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,126299,2023-09-30T00:00:00.000Z,38030,0.87
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100575,2023-09-30T00:00:00.000Z,104642,0.87
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,131344,2023-09-30T00:00:00.000Z,125667,0.86
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,210072,2023-09-30T00:00:00.000Z,16926,0.86
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,219442,2023-09-30T00:00:00.000Z,110498,0.85
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,208883,2023-09-30T00:00:00.000Z,101763,0.84
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,293380,2023-09-30T00:00:00.000Z,36099,0.83
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,279527,2023-09-30T00:00:00.000Z,339633,0.82
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,294320,2023-09-30T00:00:00.000Z,74133,0.82
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132477,2023-09-30T00:00:00.000Z,781398,0.80
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132522,2023-09-30T00:00:00.000Z,343751,0.79
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,208461,2023-09-30T00:00:00.000Z,188453,0.79
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132720,2023-09-30T00:00:00.000Z,271818,0.79
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,208238,2023-09-30T00:00:00.000Z,52248,0.78
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132843,2023-09-30T00:00:00.000Z,238756,0.78
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,212427,2023-09-30T00:00:00.000Z,22468,0.78
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,126371,2023-09-30T00:00:00.000Z,523848,0.74
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100103,2023-09-30T00:00:00.000Z,590502,0.74
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,103100,2023-09-30T00:00:00.000Z,42578,0.74
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132508,2023-09-30T00:00:00.000Z,158511,0.72
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100104,2023-09-30T00:00:00.000Z,292577,0.72
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100410,2023-09-30T00:00:00.000Z,37009,0.72
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100770,2023-09-30T00:00:00.000Z,71225,0.71
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132514,2023-09-30T00:00:00.000Z,160417,0.70
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,271867,2023-09-30T00:00:00.000Z,180224,0.68
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,289108,2023-09-30T00:00:00.000Z,164808,0.65
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132754,2023-09-30T00:00:00.000Z,1134259,0.65
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,106401,2023-09-30T00:00:00.000Z,31256,0.64
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,216369,2023-09-30T00:00:00.000Z,1243078,0.63
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,209373,2023-09-30T00:00:00.000Z,81073,0.63
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100253,2023-09-30T00:00:00.000Z,138662,0.62
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100302,2023-09-30T00:00:00.000Z,61257,0.62
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,217280,2023-09-30T00:00:00.000Z,838566,0.62
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132683,2023-09-30T00:00:00.000Z,18156,0.61
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100113,2023-09-30T00:00:00.000Z,662607,0.60
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100403,2023-09-30T00:00:00.000Z,49117,0.59
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,106395,2023-09-30T00:00:00.000Z,53966,0.59
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,105790,2023-09-30T00:00:00.000Z,18626,0.59
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,220018,2023-09-30T00:00:00.000Z,53328,0.59
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132504,2023-09-30T00:00:00.000Z,15899,0.58
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,113375,2023-09-30T00:00:00.000Z,50516,0.57
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,123457,2023-09-30T00:00:00.000Z,9772,0.56
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,242461,2023-09-30T00:00:00.000Z,321583,0.56
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,124494,2023-09-30T00:00:00.000Z,61629,0.55
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,268618,2023-09-30T00:00:00.000Z,12597,0.55
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132779,2023-09-30T00:00:00.000Z,77099,0.55
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,209967,2023-09-30T00:00:00.000Z,296444,0.55
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100488,2023-09-30T00:00:00.000Z,2435,0.54
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100877,2023-09-30T00:00:00.000Z,151366,0.54
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132523,2023-09-30T00:00:00.000Z,203602,0.53
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,295872,2023-09-30T00:00:00.000Z,18125,0.53
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100472,2023-09-30T00:00:00.000Z,10649,0.52
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100411,2023-09-30T00:00:00.000Z,17476,0.52
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132725,2023-09-30T00:00:00.000Z,11198,0.52
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100260,2023-09-30T00:00:00.000Z,58482,0.51
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,235355,2023-09-30T00:00:00.000Z,31704,0.51
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100027,2023-09-30T00:00:00.000Z,7304,0.49
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132478,2023-09-30T00:00:00.000Z,32719,0.49
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100233,2023-09-30T00:00:00.000Z,37956,0.48
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,305013,2023-09-30T00:00:00.000Z,770012,0.48
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,124000,2023-09-30T00:00:00.000Z,130312,0.48
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132644,2023-09-30T00:00:00.000Z,15582,0.48
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,200091,2023-09-30T00:00:00.000Z,164016,0.47
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,131162,2023-09-30T00:00:00.000Z,90028,0.47
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100495,2023-09-30T00:00:00.000Z,15193,0.46
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132814,2023-09-30T00:00:00.000Z,114166,0.46
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100043,2023-09-30T00:00:00.000Z,29454,0.46
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132539,2023-09-30T00:00:00.000Z,78798,0.45
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,220350,2023-09-30T00:00:00.000Z,341423,0.44
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,124208,2023-09-30T00:00:00.000Z,91381,0.43
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,106076,2023-09-30T00:00:00.000Z,21313,0.43
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132466,2023-09-30T00:00:00.000Z,10709,0.42
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,122113,2023-09-30T00:00:00.000Z,14135,0.42
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,209037,2023-09-30T00:00:00.000Z,258022,0.42
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100092,2023-09-30T00:00:00.000Z,11057,0.42
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132822,2023-09-30T00:00:00.000Z,3569860,0.40
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,218763,2023-09-30T00:00:00.000Z,16450,0.40
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,123395,2023-09-30T00:00:00.000Z,1290,0.39
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,117174,2023-09-30T00:00:00.000Z,1013,0.39
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132149,2023-09-30T00:00:00.000Z,357354,0.38
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100368,2023-09-30T00:00:00.000Z,31523,0.38
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,213838,2023-09-30T00:00:00.000Z,64304,0.37
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,208045,2023-09-30T00:00:00.000Z,176860,0.36
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,223430,2023-09-30T00:00:00.000Z,27819,0.36
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132331,2023-09-30T00:00:00.000Z,19966,0.35
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100188,2023-09-30T00:00:00.000Z,116196,0.34
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,200515,2023-09-30T00:00:00.000Z,2173,0.32
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,249927,2023-09-30T00:00:00.000Z,78878,0.32
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,210591,2023-09-30T00:00:00.000Z,152240,0.31
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,131500,2023-09-30T00:00:00.000Z,62250,0.30
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,106285,2023-09-30T00:00:00.000Z,5767,0.30
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,219700,2023-09-30T00:00:00.000Z,13865,0.29
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,130517,2023-09-30T00:00:00.000Z,33087,0.29
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132889,2023-09-30T00:00:00.000Z,39166,0.28
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100165,2023-09-30T00:00:00.000Z,92627,0.28
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100660,2023-09-30T00:00:00.000Z,18634,0.28
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,217400,2023-09-30T00:00:00.000Z,45347,0.26
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100680,2023-09-30T00:00:00.000Z,6919,0.26
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,211840,2023-09-30T00:00:00.000Z,14688,0.25
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,215477,2023-09-30T00:00:00.000Z,16117,0.25
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,210174,2023-09-30T00:00:00.000Z,112574,0.24
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,209344,2023-09-30T00:00:00.000Z,57194,0.23
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100238,2023-09-30T00:00:00.000Z,14537,0.23
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132733,2023-09-30T00:00:00.000Z,37930,0.22
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,208365,2023-09-30T00:00:00.000Z,37021,0.22
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,124200,2023-09-30T00:00:00.000Z,11777,0.21
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,212705,2023-09-30T00:00:00.000Z,21000,0.21
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132525,2023-09-30T00:00:00.000Z,454390,0.21
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,121064,2023-09-30T00:00:00.000Z,560557,0.20
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,126612,2023-09-30T00:00:00.000Z,2718,0.17
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100164,2023-09-30T00:00:00.000Z,29320,0.16
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,190024,2023-09-30T00:00:00.000Z,29657,0.15
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,217385,2023-09-30T00:00:00.000Z,113300,0.15
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,208727,2023-09-30T00:00:00.000Z,13700,0.15
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,111218,2023-08-31T00:00:00.000Z,121063,2.33
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100251,2023-08-31T00:00:00.000Z,100260,2.05
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,218071,2023-08-31T00:00:00.000Z,335838,1.97
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100850,2023-08-31T00:00:00.000Z,400602,1.68
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,286335,2023-08-31T00:00:00.000Z,218436,1.58
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100469,2023-08-31T00:00:00.000Z,1068828,1.53
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132343,2023-08-31T00:00:00.000Z,105896,1.50
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,269404,2023-08-31T00:00:00.000Z,47473,1.37
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132810,2023-08-31T00:00:00.000Z,660526,1.37
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,200055,2023-08-31T00:00:00.000Z,562984,1.34
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132648,2023-08-31T00:00:00.000Z,7979179,1.34
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,278580,2023-08-31T00:00:00.000Z,1416521,1.32
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,109930,2023-08-31T00:00:00.000Z,29470,1.31
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,190059,2023-08-31T00:00:00.000Z,78217,1.31
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,210590,2023-08-31T00:00:00.000Z,23445,1.26
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100093,2023-08-31T00:00:00.000Z,291780,1.25
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100493,2023-08-31T00:00:00.000Z,116486,1.24
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100257,2023-08-31T00:00:00.000Z,109713,1.20
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100477,2023-08-31T00:00:00.000Z,654457,1.20
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100408,2023-08-31T00:00:00.000Z,15864,1.15
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,209867,2023-08-31T00:00:00.000Z,350900,1.12
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,105537,2023-08-31T00:00:00.000Z,419457,1.10
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,211337,2023-08-31T00:00:00.000Z,21129,1.08
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,214179,2023-08-31T00:00:00.000Z,178422,1.06
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,124804,2023-08-31T00:00:00.000Z,127939,1.06
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100480,2023-08-31T00:00:00.000Z,61787,1.05
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132830,2023-08-31T00:00:00.000Z,53764,1.05
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132541,2023-08-31T00:00:00.000Z,19177,1.05
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100290,2023-08-31T00:00:00.000Z,926,1.00
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100271,2023-08-31T00:00:00.000Z,106754,0.99
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100483,2023-08-31T00:00:00.000Z,53154,0.95
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,126299,2023-08-31T00:00:00.000Z,37726,0.91
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,100575,2023-08-31T00:00:00.000Z,103857,0.90
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,215367,2023-08-31T00:00:00.000Z,174093,0.89
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,280713,2023-08-31T00:00:00.000Z,290986,0.87
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,208238,2023-08-31T00:00:00.000Z,51853,0.85
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132461,2023-08-31T00:00:00.000Z,1352388,0.85
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,254493,2023-08-31T00:00:00.000Z,108520,0.84
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,210072,2023-08-31T00:00:00.000Z,16798,0.84
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,131344,2023-08-31T00:00:00.000Z,124724,0.84
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,102355,2023-08-31T00:00:00.000Z,36055,0.84
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,212427,2023-08-31T00:00:00.000Z,22300,0.81
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,132720,2023-08-31T00:00:00.000Z,269777,0.80
Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),43810,2023-11-30T00:00:00.000Z,1143.25,190071,2023-08-31T00:00:00.000Z,30830,0.80
